,name,curprice,pcr,resistance,support,CallChngInLTP,PutChngInLTP,CoiMaxAdd,CoiMaxExit,callprob,putprob
252,GRASIM_23-05-2019_11:30.csv,871.35,0.4615384615384616,"900.0,980.0,880.0,1000.0,","820.0,800.0,860.0,840.0,","-4.69,-350.0,-5.06,nan,","-441.51,-315.91,-101.05,-123.16,","900.0,920.0,850.0,880.0,","870.0,860.0,870.0,820.0,","67.46,97.94,55.67,100.0,","87.84,91.07,59.22,72.84,"
253,GRASIM_23-05-2019_11:46.csv,879.3,0.4602385685884692,"900.0,980.0,880.0,1000.0,","820.0,860.0,800.0,840.0,","4.29,-350.0,12.08,nan,","-441.51,-117.8,-315.91,-123.16,","900.0,920.0,850.0,880.0,","870.0,860.0,870.0,820.0,","63.98,97.79,50.46,100.0,","88.89,64.07,91.69,74.91,"
254,GRASIM_23-05-2019_12:00.csv,892.0,0.4743718592964824,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","20.94,-350.0,nan,26.05,","-441.51,-133.74,-315.91,-192.59,","900.0,940.0,880.0,850.0,","870.0,860.0,870.0,820.0,","54.82,96.65,100.0,66.98,","91.74,71.52,93.62,82.4,"
255,GRASIM_23-05-2019_12:15.csv,886.85,0.5082474226804123,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","17.54,-350.0,nan,18.14,","-378.33,-224.86,-315.91,-276.19,","900.0,940.0,880.0,850.0,","870.0,860.0,870.0,900.0,","59.26,98.1,100.0,71.84,","88.17,69.77,91.41,80.38,"
256,GRASIM_23-05-2019_12:35.csv,883.65,0.5030864197530864,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","4.29,-350.0,nan,0.0,","-378.33,-201.05,-422.86,-387.65,","960.0,940.0,880.0,850.0,","870.0,860.0,870.0,900.0,","62.38,98.0,100.0,74.88,","87.8,68.27,92.57,82.35,"
257,GRASIM_23-05-2019_12:45.csv,891.8,0.5025693730729702,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","4.96,-350.0,nan,-9.32,","-378.33,-201.05,-422.86,-387.65,","960.0,940.0,880.0,850.0,","870.0,860.0,870.0,750.0,","56.55,97.02,100.0,70.75,","90.32,73.44,94.18,86.18,"
258,GRASIM_23-05-2019_13:15.csv,892.8,0.5051124744376279,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","33.33,-350.0,-12.5,22.12,","-552.27,-228.57,-422.86,-393.75,","900.0,940.0,880.0,850.0,","870.0,860.0,900.0,760.0,","55.35,98.02,100.0,69.83,","90.34,71.98,92.87,83.79,"
259,GRASIM_23-05-2019_13:30.csv,895.3,0.5071868583162218,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","32.66,-350.0,-12.5,26.67,","-552.27,-236.26,-422.86,-406.41,","900.0,940.0,880.0,850.0,","870.0,860.0,900.0,760.0,","53.45,97.67,94.49,67.45,","91.1,73.49,93.41,85.14,"
260,GRASIM_23-05-2019_13:45.csv,895.65,0.5133470225872689,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","30.39,-350.0,-12.5,29.32,","-552.27,-278.29,-422.86,-406.41,","940.0,920.0,880.0,850.0,","870.0,860.0,900.0,760.0,","53.35,97.77,94.61,66.69,","90.95,74.71,93.29,84.95,"
261,GRASIM_23-05-2019_14:00.csv,891.15,0.5165289256198347,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,880.0,","19.76,-350.0,-12.5,12.0,","-583.33,-246.39,-662.5,-148.41,","920.0,940.0,880.0,850.0,","870.0,860.0,820.0,900.0,","56.88,98.21,95.23,70.26,","89.71,71.48,94.08,58.28,"
262,GRASIM_23-05-2019_14:15.csv,890.5,0.5150884495317378,"900.0,980.0,1000.0,920.0,","820.0,860.0,800.0,840.0,","13.55,-350.0,-125.0,2.22,","-523.91,-246.39,-662.5,-406.41,","920.0,940.0,880.0,850.0,","870.0,860.0,820.0,900.0,","57.6,97.72,94.6,71.17,","90.54,72.63,94.73,84.5,"
263,GRASIM_23-05-2019_14:30.csv,900.5,0.5050709939148073,"980.0,1000.0,920.0,940.0,","820.0,860.0,900.0,800.0,","-350.0,-20.0,30.98,22.76,","-617.5,-349.22,-170.68,-510.0,","920.0,940.0,880.0,850.0,","870.0,860.0,820.0,810.0,","96.77,95.75,65.05,78.03,","93.06,77.36,50.38,95.03,"
264,GRASIM_23-05-2019_14:45.csv,900.0,0.5148514851485149,"900.0,980.0,920.0,1000.0,","820.0,880.0,860.0,800.0,","34.79,28.0,29.32,7.69,","-962.96,-271.43,-400.0,-531.03,","920.0,940.0,880.0,860.0,","870.0,860.0,820.0,810.0,","50.0,91.41,65.66,93.65,","93.57,65.2,78.15,94.24,"
265,GRASIM_23-05-2019_15:01.csv,889.4,0.511175898931001,"900.0,980.0,920.0,1000.0,","820.0,880.0,860.0,800.0,","6.62,28.0,7.37,7.69,","-962.96,-201.16,-363.71,-695.65,","920.0,910.0,880.0,860.0,","870.0,860.0,820.0,870.0,","58.68,93.5,73.19,95.14,","91.32,58.04,72.85,92.6,"
266,GRASIM_23-05-2019_15:17.csv,885.8,0.5043902439024389,"900.0,980.0,920.0,1000.0,","820.0,880.0,860.0,800.0,","-7.63,28.0,-20.55,7.69,","-962.96,-144.51,-259.38,-695.65,","920.0,910.0,880.0,860.0,","870.0,860.0,820.0,840.0,","62.42,92.55,76.37,94.42,","92.23,55.2,71.52,94.21,"
267,GRASIM_23-05-2019_15:32.csv,887.0,0.5073457394711067,"900.0,980.0,920.0,1000.0,","820.0,880.0,860.0,800.0,","-7.63,28.0,-30.37,7.69,","-962.96,-160.0,-280.79,-553.57,","920.0,910.0,880.0,860.0,","870.0,860.0,820.0,870.0,","61.29,91.85,75.91,93.89,","93.09,56.0,72.46,94.06,"
268,GRASIM_23-05-2019_15:45.csv,887.0,0.5073457394711067,"900.0,980.0,920.0,1000.0,","820.0,880.0,860.0,800.0,","-7.63,28.0,-30.37,7.69,","-962.96,-160.0,-280.79,-553.57,","920.0,910.0,880.0,860.0,","870.0,860.0,820.0,870.0,","61.29,91.85,75.91,93.89,","93.09,56.0,72.46,94.06,"
269,GRASIM_27-05-2019_09:02.csv,907.1,0.6481149012567325,"920.0,940.0,980.0,1000.0,","850.0,860.0,880.0,820.0,","nan,nan,nan,nan,","nan,nan,nan,nan,","720.0,900.0,720.0,900.0,","720.0,1030.0,720.0,1030.0,","63.47,81.4,97.94,99.01,","93.37,89.91,78.99,100.0,"
270,GRASIM_27-05-2019_09:15.csv,907.1,0.6481149012567325,"920.0,940.0,980.0,1000.0,","850.0,860.0,880.0,820.0,","nan,nan,nan,nan,","nan,nan,nan,nan,","720.0,900.0,720.0,900.0,","720.0,1030.0,720.0,1030.0,","63.47,81.4,97.94,99.01,","93.37,89.91,78.99,100.0,"
271,GRASIM_27-05-2019_09:30.csv,923.0,0.670929241261722,"940.0,950.0,980.0,1000.0,","850.0,880.0,860.0,900.0,","-20.0,-27.55,-25.0,-25.0,","-245.45,-690.0,-269.23,-204.21,","950.0,940.0,900.0,880.0,","900.0,910.0,520.0,810.0,","69.06,76.41,91.87,95.51,","93.43,91.39,92.33,74.18,"
272,GRASIM_27-05-2019_09:45.csv,914.9,0.6655319148936171,"940.0,920.0,950.0,980.0,","850.0,880.0,900.0,860.0,","-76.84,-57.81,-60.26,-80.0,","-261.9,-150.79,-107.91,-60.0,","940.0,950.0,900.0,880.0,","900.0,910.0,850.0,840.0,","76.87,56.09,81.25,93.19,","94.28,83.83,67.91,87.65,"
273,GRASIM_27-05-2019_10:00.csv,923.1,0.6798623063683304,"940.0,950.0,980.0,1000.0,","850.0,880.0,900.0,860.0,","-14.29,-26.26,-80.0,-25.0,","-117.14,-305.13,-149.14,-60.0,","940.0,950.0,900.0,910.0,","900.0,910.0,850.0,870.0,","69.05,77.51,93.18,95.18,","92.08,88.19,74.54,88.02,"
274,GRASIM_27-05-2019_10:15.csv,921.05,0.6820512820512821,"940.0,950.0,980.0,1000.0,","850.0,900.0,880.0,860.0,","-20.0,-9.65,-80.0,-25.0,","-204.0,-155.75,-167.8,-60.0,","940.0,950.0,900.0,920.0,","900.0,910.0,870.0,850.0,","69.83,78.35,94.21,95.84,","92.66,71.6,85.62,86.96,"
275,GRASIM_27-05-2019_10:30.csv,925.9,0.6717428087986463,"940.0,950.0,980.0,1000.0,","850.0,900.0,880.0,860.0,","-20.0,-25.0,-80.0,-25.0,","-204.0,-162.73,-167.8,-140.0,","940.0,950.0,900.0,920.0,","900.0,910.0,870.0,850.0,","65.73,75.0,91.65,94.2,","94.57,76.79,87.12,91.83,"
276,GRASIM_27-05-2019_10:45.csv,923.7,0.6725738396624472,"940.0,950.0,1000.0,980.0,","900.0,850.0,880.0,860.0,","-5.0,-10.62,-31.58,-125.0,","-162.73,-204.0,-163.33,-300.0,","940.0,950.0,900.0,910.0,","900.0,910.0,870.0,850.0,","68.27,77.01,95.58,94.48,","74.1,93.38,84.71,92.84,"
277,GRASIM_27-05-2019_11:00.csv,925.0,0.6835016835016835,"940.0,950.0,1000.0,980.0,","900.0,850.0,880.0,860.0,","-12.0,-22.55,-31.58,-125.0,","-189.0,-181.48,-192.59,-100.0,","940.0,950.0,900.0,910.0,","900.0,910.0,870.0,850.0,","67.66,76.09,95.34,94.12,","75.11,93.34,86.1,89.58,"
